Category,Description,Data.Protein,Data.Fat.Total Lipid,Data.Fat.Polysaturated Fat,Data.Carbohydrate,Data.Fiber,Data.Water,Data.Vitamins.Vitamin A,Data.Major Minerals.Calcium,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K,Data.Thiamin,Data.Riboflavin,Data.Niacin,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin B12,Data.Choline,Data.Vitamins.Vitamin C,Data.Major Minerals.Phosphorus,Data.Major Minerals.Magnesium,Data.Major Minerals.Sodium,Data.Major Minerals.Potassium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Zinc
Rice,"Rice, brown, with tomatoes and/or tomato based sauce, no added fat",2.16,0.76,0.288,19.08,1.7,77.11,6,12,0.29,0.9,0.292,0.065,2.016,0.119,0,8.4,3.6,78,30,177,116,0.09,0.56,0.54
Rice,"Rice, brown, with tomatoes and/or tomato based sauce, fat added",2.13,2.41,0.968,18.77,1.7,75.82,6,12,0.48,2.8,0.287,0.064,1.983,0.117,0,8.2,3.6,76,30,174,114,0.088,0.55,0.53
Rice,"Rice, brown, with dark green vegetables, NS as to fat",2.72,2.68,1.067,21.16,1.8,72.52,6,13,0.52,24.1,0.151,0.077,2.107,0.129,0,11.1,16.3,94,35,164,134,0.092,0.59,0.64
Rice,"Rice, brown, with dark green vegetables, no added fat",2.77,0.84,0.312,21.56,1.8,73.88,6,13,0.3,22.3,0.154,0.079,2.146,0.131,0,11.3,16.6,95,35,167,137,0.094,0.6,0.65
Rice,"Rice, brown, with dark green vegetables, fat added",2.72,2.68,1.067,21.16,1.8,72.52,6,13,0.52,24.1,0.151,0.077,2.107,0.129,0,11.1,16.3,94,35,164,134,0.092,0.59,0.64
Rice,"Rice, brown, with carrots and tomatoes and/or tomato-based sauce, NS as to fat",2.2,2.51,1.012,20.02,1.7,74.4,86,10,0.52,3.9,0.223,0.063,2.042,0.122,0,8.5,2.2,81,31,171,114,0.087,0.53,0.56
Rice,"Rice, brown, with carrots and tomatoes and/or tomato-based sauce, no added fat",2.24,0.78,0.297,20.38,1.8,75.72,88,10,0.32,1.9,0.227,0.064,2.079,0.124,0,8.7,2.3,82,32,174,117,0.089,0.54,0.57
Rice,"Rice, brown, with carrots and tomatoes and/or tomato-based sauce, fat added",2.2,2.51,1.012,20.02,1.7,74.4,86,10,0.52,3.9,0.223,0.063,2.042,0.122,0,8.5,2.2,81,31,171,114,0.087,0.53,0.56
Rice,"Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, NS as to fat",2.41,2.54,1.018,19.94,1.7,74.21,6,12,0.5,12.6,0.224,0.07,2.046,0.122,0,9.6,9.3,85,32,169,123,0.09,0.57,0.58
Rice,"Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat",2.45,0.8,0.3,20.3,1.7,75.54,6,12,0.3,10.7,0.228,0.071,2.083,0.125,0,9.7,9.5,86,33,172,125,0.092,0.58,0.59
Rice,"Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added",2.42,2.46,0.985,19.47,1.8,74.74,7,13,0.51,15.9,0.218,0.072,1.995,0.124,0,9.9,11.9,84,32,165,130,0.089,0.58,0.57
Rice,"Rice, brown, with carrots and dark green vegetables, NS as to fat",2.49,2.66,1.068,21.36,1.8,72.59,91,10,0.54,14.3,0.151,0.07,2.114,0.127,0,10,8.2,90,33,167,124,0.089,0.55,0.61
Rice,"Rice, brown, with carrots and dark green vegetables, no added fat",2.54,0.82,0.31,21.76,1.9,73.96,93,11,0.32,12.3,0.154,0.071,2.154,0.13,0,10.2,8.4,91,34,170,126,0.091,0.56,0.62
Rice,"Rice, brown, with carrots and dark green vegetables, fat added",2.49,2.66,1.068,21.36,1.8,72.59,91,10,0.54,14.3,0.151,0.07,2.114,0.127,0,10,8.2,90,33,167,124,0.089,0.55,0.61
Grape leaves stuffed with rice,Grape leaves stuffed with rice,2.28,11.95,1.434,13.88,3.1,70.85,241,89,2.12,62.4,0.066,0.089,0.889,0.126,0,5.8,5.6,41,26,166,152,0.12,1.25,0.34
Rice,"Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, NS as to fat",2.36,2.57,1.031,20.41,1.8,73.77,60,11,0.52,10.3,0.2,0.067,2.065,0.124,0,9.4,6.7,85,32,169,121,0.089,0.55,0.58
Rice,"Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, no added fat",2.41,0.8,0.302,20.78,1.8,75.11,62,11,0.31,8.3,0.204,0.069,2.103,0.126,0,9.5,6.8,86,33,172,123,0.09,0.56,0.59
Rice,"Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, fat added",2.36,2.57,1.031,20.41,1.8,73.77,60,11,0.52,10.3,0.2,0.067,2.065,0.124,0,9.4,6.7,85,32,169,121,0.089,0.55,0.58
Rice,"Rice, brown, with other vegetables, NS as to fat",2.4,2.63,1.061,21.45,1.6,72.69,3,7,0.4,5.4,0.149,0.063,2.057,0.128,0,9,5.5,86,33,157,104,0.096,0.54,0.59
Rice,"Rice, brown, with other vegetables, no added fat",2.44,0.8,0.307,21.85,1.6,74.06,3,7,0.19,3.3,0.152,0.064,2.096,0.13,0,9.2,5.6,87,34,160,106,0.098,0.55,0.6
Rice,"Rice, brown, with other vegetables, fat added",2.4,2.63,1.061,21.45,1.6,72.69,3,7,0.4,5.4,0.149,0.063,2.057,0.128,0,9,5.5,86,33,157,104,0.096,0.54,0.59
Rice croquette,Rice croquette,3.41,6.53,1.765,19.97,0.9,68.47,26,30,0.58,30.7,0.115,0.074,1.098,0.101,0.08,29.2,2.1,58,14,414,129,0.07,1.17,0.52
Stuffed pepper,"Stuffed pepper, with meat",9.29,15.9,3.645,4.13,1.1,69.34,46,95,1.28,16.1,0.054,0.113,1.582,0.214,0.67,22.2,39,110,15,293,197,0.065,0.89,1.96
Stuffed pepper,"Stuffed pepper, with rice and meat",7.89,11.65,2.647,9.85,1,68.71,45,70,1.13,11.1,0.067,0.11,1.468,0.184,0.51,32.1,28.3,101,14,324,179,0.073,1,1.54
Stuffed pepper,"Stuffed pepper, with rice, meatless",3.84,11.31,3.343,11.93,1.2,71.84,43,87,1.2,14.7,0.085,0.071,0.784,0.151,0.06,5.4,36.7,73,13,188,128,0.063,0.63,0.61
Stuffed tomato,"Stuffed tomato, with rice and meat",4.75,4.54,0.991,9.86,1,79.88,26,14,0.62,8.2,0.068,0.041,1.408,0.132,0.35,14.7,10.9,54,14,185,214,0.071,0.83,1.08
Stuffed tomato,"Stuffed tomato, with rice, meatless",1.6,2.16,0.873,13.04,1.2,82.37,25,13,0.59,7.7,0.08,0.02,0.86,0.104,0,5.4,13,33,13,124,183,0.068,0.61,0.29
Rice pilaf,Rice pilaf,3.29,3.03,1.189,24.08,0.4,68.3,1,29,0.32,3.2,0.152,0.025,1.934,0.12,0.01,5.5,1,46,11,414,56,0.057,0.74,0.33
Dirty rice,Dirty rice,5.13,2.25,0.743,17.28,0.6,74.3,208,15,0.29,3.1,0.124,0.168,1.739,0.105,1.07,17.5,4.9,63,9,316,86,0.098,1.78,0.78
Flavored rice mixture,Flavored rice mixture,1.87,4.26,1.275,19.83,0.4,73.05,28,10,0.44,4.8,0.109,0.016,1.032,0.038,0.01,3.2,0.1,28,7,296,33,0.06,1.08,0.28
Flavored rice mixture with cheese,Flavored rice mixture with cheese,2.99,1.2,0.228,25.22,0.6,68.79,2,47,0.17,7,0.067,0.206,1.707,0.122,0.19,23.2,0.5,113,29,389,102,0.065,1.46,0.48
Flavored rice,"Flavored rice, brown and wild",2.76,2.14,0.689,19.27,1.2,74.67,16,7,0.35,2.4,0.071,0.04,1.683,0.106,0,7.3,0,89,37,293,81,0.105,0.39,0.99
Flavored rice and pasta mixture,Flavored rice and pasta mixture,2.68,3.49,1.087,19.11,0.3,73.55,33,7,0.4,3.9,0.119,0.023,1.286,0.044,0,2.9,0,30,9,255,37,0.05,0.66,0.35
Flavored rice and pasta mixture,"Flavored rice and pasta mixture, reduced sodium",2.59,3.42,0.92,17.29,0.6,75.97,32,20,0.38,9.6,0.129,0.064,1.191,0.039,0.02,4.1,0.6,40,12,157,60,0.067,0.92,0.32
Spanish rice,"Spanish rice, from restaurant",3.28,5.29,2.317,31.16,1.2,58.54,6,20,0.6,13,0.183,0.074,2.378,0.082,0.08,9.1,0.1,57,13,528,116,0.065,1.15,0.48
Spanish rice,"Spanish rice, fat added",2.88,2.61,0.864,19.65,1.2,73.72,10,21,0.47,3.4,0.272,0.063,1.397,0.106,0.03,6,9.8,41,11,310,124,0.077,1.12,0.38
Spanish rice,"Spanish rice, no added fat",2.92,1.01,0.202,19.92,1.2,75,10,21,0.29,1.5,0.276,0.064,1.415,0.107,0.03,6.1,10,42,11,315,126,0.078,1.13,0.38
Spanish rice,"Spanish rice, NS as to fat",2.88,2.61,0.863,19.65,1.2,73.72,10,21,0.47,3.4,0.272,0.063,1.396,0.106,0.03,6,9.8,41,11,311,124,0.077,1.12,0.38
Spanish rice with ground beef,Spanish rice with ground beef,9.69,6.91,0.795,14.79,0.9,67.36,8,23,0.39,3.1,0.219,0.099,2.543,0.187,0.82,28.1,7.4,87,14,350,182,0.081,1.57,2.11
Rice dressing,Rice dressing,2,3.3,0.986,17.68,0.6,75.32,31,20,0.39,7.4,0.12,0.031,1.049,0.048,0.02,3.8,0.5,32,9,597,60,0.058,1,0.27
Rice with raisins,Rice with raisins,2.65,2.58,0.766,32.13,0.8,60.98,23,15,0.3,3,0.151,0.025,1.348,0.098,0,3.3,0.2,47,14,447,104,0.086,1.21,0.46
Rice dessert or salad with fruit,Rice dessert or salad with fruit,1.6,7.3,0.353,20.67,0.8,70.1,83,23,0.2,1,0.082,0.056,0.63,0.082,0.03,6.5,21.6,27,10,10,78,0.077,0.49,0.24
Rice,"Rice, white, with cheese and/or cream based sauce, NS as to fat",5.16,7.03,1.297,20.01,0.3,66.33,27,110,0.28,2.5,0.12,0.089,1.021,0.075,0.12,3,0.2,104,14,322,70,0.051,0.89,0.73
Rice,"Rice, white, with cheese and/or cream based sauce, no added fat",5.26,5.22,0.521,20.4,0.3,67.62,28,112,0.06,0.3,0.122,0.091,1.041,0.076,0.12,3.1,0.2,106,14,328,71,0.052,0.91,0.75
Rice,"Rice, white, with cheese and/or cream based sauce, fat added",5.16,7.03,1.297,20.01,0.3,66.33,27,110,0.28,2.5,0.12,0.089,1.021,0.075,0.12,3,0.2,104,14,322,70,0.051,0.89,0.73
Rice,"Rice, white, with gravy, NS as to fat",1.98,2.96,0.972,20.01,0.3,74.02,0,10,0.28,2.5,0.114,0.026,1.051,0.069,0,2.6,0,34,9,287,36,0.051,0.81,0.34
Rice,"Rice, white, with gravy, no added fat",2.02,1.06,0.186,20.4,0.3,75.47,0,10,0.06,0.2,0.116,0.026,1.071,0.07,0,2.6,0,35,9,293,37,0.052,0.82,0.35
Rice,"Rice, white, with gravy, fat added",1.98,2.96,0.972,20.01,0.3,74.02,0,10,0.28,2.5,0.114,0.026,1.051,0.069,0,2.6,0,34,9,287,36,0.051,0.81,0.34
Rice,"Rice, white, with soy-based sauce, NS as to fat",2.01,2.19,0.846,21.5,0.3,72.86,0,9,0.27,2.3,0.107,0.013,1.03,0.064,0.01,2.7,0,33,10,482,33,0.05,0.82,0.33
Rice,"Rice, white, with soy-based sauce, no added fat",2.05,0.28,0.058,21.92,0.3,74.28,0,9,0.05,0,0.109,0.014,1.05,0.066,0.01,2.7,0,34,10,491,34,0.051,0.83,0.34
Rice,"Rice, white, with soy-based sauce, fat added",2.01,2.19,0.846,21.5,0.3,72.86,0,9,0.27,2.3,0.107,0.013,1.03,0.064,0.01,2.7,0,33,10,482,33,0.05,0.82,0.33
Rice,"Rice, brown, with cheese and/or cream based sauce, NS as to fat",4.87,6.62,1.338,19.29,1.1,67.88,24,92,0.34,2.4,0.136,0.118,1.832,0.098,0.1,7.8,0.2,137,32,282,100,0.079,0.49,0.85
Rice,"Rice, brown, with cheese and/or cream based sauce, no added fat",4.95,5.04,0.666,19.61,1.2,69.02,24,93,0.15,0.4,0.138,0.12,1.863,0.1,0.1,8,0.2,139,33,287,102,0.08,0.5,0.87
Rice,"Rice, brown, with cheese and/or cream based sauce, fat added",4.87,6.62,1.338,19.29,1.1,67.88,24,92,0.34,2.4,0.136,0.118,1.832,0.098,0.1,7.8,0.2,137,32,282,100,0.079,0.49,0.85
Rice,"Rice, brown, with gravy, NS as to fat",2.11,3.08,1.055,19.28,1.1,74.56,0,5,0.34,2.3,0.131,0.063,1.861,0.093,0,7.5,0,77,28,252,72,0.079,0.42,0.52
Rice,"Rice, brown, with gravy, no added fat",2.14,1.44,0.377,19.61,1.2,75.82,0,5,0.15,0.3,0.133,0.064,1.892,0.094,0,7.6,0,79,28,256,73,0.08,0.42,0.52
Rice,"Rice, brown, with gravy, fat added",2.11,3.08,1.055,19.28,1.1,74.56,0,5,0.34,2.3,0.131,0.063,1.861,0.093,0,7.5,0,77,28,252,72,0.079,0.42,0.52
Rice,"Rice, brown, with soy-based sauce, NS as to fat",2.14,2.42,0.946,20.58,1.1,73.55,0,4,0.33,2.1,0.125,0.052,1.843,0.089,0.01,7.6,0,76,29,420,69,0.078,0.43,0.51
Rice,"Rice, brown, with soy-based sauce, no added fat",2.17,0.77,0.265,20.92,1.2,74.79,0,4,0.14,0.2,0.127,0.053,1.874,0.09,0.01,7.7,0,78,29,428,70,0.079,0.43,0.52
Rice,"Rice, brown, with soy-based sauce, fat added",2.14,2.42,0.946,20.58,1.1,73.55,0,4,0.33,2.1,0.125,0.052,1.843,0.089,0.01,7.6,0,76,29,420,69,0.078,0.43,0.51
Rice,"Rice, white, with vegetables, cheese and/or cream based sauce, NS as to fat",4.7,5.66,1.054,18.63,1.1,69.69,64,93,0.3,6.7,0.11,0.095,0.987,0.075,0.09,7.2,0.8,93,16,265,89,0.057,0.88,0.68
Rice,"Rice, white, with vegetables, cheese and/or cream based sauce, no added fat",4.77,4.2,0.431,18.92,1.1,70.77,65,94,0.12,5,0.112,0.097,1.002,0.076,0.09,7.3,0.8,95,16,269,91,0.058,0.89,0.7
Rice,"Rice, white, with vegetables, cheese and/or cream based sauce, fat added",4.7,5.66,1.054,18.63,1.1,69.69,64,93,0.3,6.7,0.11,0.095,0.987,0.075,0.09,7.2,0.8,93,16,265,89,0.057,0.88,0.68
Rice,"Rice, white, with vegetables and gravy, NS as to fat",2.15,2.4,0.792,18.63,1.1,75.86,43,13,0.3,6.7,0.105,0.045,1.011,0.07,0,6.9,0.6,38,11,237,63,0.057,0.81,0.37
Rice,"Rice, white, with vegetables and gravy, no added fat",2.19,0.88,0.163,18.92,1.1,77.04,44,13,0.12,4.9,0.107,0.045,1.027,0.071,0,7,0.6,38,12,241,64,0.058,0.82,0.38
Rice,"Rice, white, with vegetables and gravy, fat added",2.15,2.4,0.792,18.63,1.1,75.86,43,13,0.3,6.7,0.105,0.045,1.011,0.07,0,6.9,0.6,38,11,237,63,0.057,0.81,0.37
Rice,"Rice, white, with vegetables, soy-based sauce, NS as to fat",2.18,1.79,0.691,19.82,1.1,74.93,43,12,0.29,6.5,0.1,0.035,0.994,0.066,0.01,7,0.6,37,12,393,60,0.056,0.82,0.36
Rice,"Rice, white, with vegetables, soy-based sauce, no added fat",2.22,0.26,0.061,20.13,1.1,76.1,43,12,0.12,4.8,0.101,0.035,1.01,0.067,0.01,7.1,0.6,38,12,399,61,0.057,0.83,0.37
Rice,"Rice, white, with vegetables, soy-based sauce, fat added",2.18,1.79,0.691,19.82,1.1,74.93,43,12,0.29,6.5,0.1,0.035,0.994,0.066,0.01,7,0.6,37,12,393,60,0.056,0.82,0.36
Rice,"Rice, brown, with vegetables, cheese and/or cream based sauce, NS as to fat",4.51,5.47,1.113,18.19,1.7,70.6,57,80,0.34,6.1,0.124,0.118,1.658,0.094,0.08,10.7,0.7,122,31,238,113,0.08,0.55,0.79
Rice,"Rice, brown, with vegetables, cheese and/or cream based sauce, no added fat",4.57,4.17,0.559,18.44,1.7,71.58,58,81,0.19,4.6,0.126,0.12,1.681,0.095,0.08,10.9,0.7,124,31,241,114,0.081,0.56,0.8
Rice,"Rice, brown, with vegetables, cheese and/or cream based sauce, fat added",4.51,5.47,1.113,18.19,1.7,70.6,57,80,0.34,6.1,0.124,0.118,1.658,0.094,0.08,10.7,0.7,122,31,238,113,0.08,0.55,0.79
Rice,"Rice, brown, with vegetables and gravy, NS as to fat",2.24,2.56,0.88,18.18,1.7,76.1,38,9,0.35,6,0.12,0.073,1.681,0.089,0,10.4,0.6,73,27,213,89,0.08,0.49,0.51
Rice,"Rice, brown, with vegetables and gravy, no added fat",2.27,1.21,0.322,18.43,1.7,77.15,39,9,0.19,4.5,0.122,0.074,1.705,0.091,0,10.6,0.6,74,27,216,90,0.081,0.49,0.52
Rice,"Rice, brown, with vegetables and gravy, fat added",2.24,2.56,0.88,18.18,1.7,76.1,38,9,0.35,6,0.12,0.073,1.681,0.089,0,10.4,0.6,73,27,213,89,0.08,0.49,0.51
Rice,"Rice, brown, with vegetables, soy-based sauce, NS as to fat",2.27,2.02,0.79,19.24,1.7,75.27,38,8,0.34,5.9,0.115,0.064,1.666,0.086,0.01,10.5,0.6,72,28,352,87,0.079,0.5,0.5
Rice,"Rice, brown, with vegetables, soy-based sauce, no added fat",2.3,0.66,0.23,19.51,1.7,76.31,39,8,0.18,4.4,0.117,0.065,1.689,0.087,0.01,10.6,0.6,73,28,357,88,0.08,0.5,0.51
Rice,"Rice, brown, with vegetables, soy-based sauce, fat added",2.27,2.02,0.79,19.24,1.7,75.27,38,8,0.34,5.9,0.115,0.064,1.666,0.086,0.01,10.5,0.6,72,28,352,87,0.079,0.5,0.5
Upma,"Upma, Indian breakfast dish",1.98,2.64,1.092,13.81,1.3,80.99,11,96,0.66,5.7,0.075,0.039,0.767,0.079,0,6.2,11,29,10,98,111,0.056,4.06,0.22
Dosa (Indian),"Dosa (Indian), with filling",5.46,4.27,1.756,30.8,2.2,57.94,1,17,0.56,5.9,0.199,0.041,1.353,0.116,0,17.5,1.3,70,17,330,137,0.153,1.87,0.73
Vada,"Vada, fried dumpling",12.75,9.73,4.033,33.25,5.8,41.97,5,24,1.54,14.9,0.451,0.114,1.431,0.305,0,50.1,9.5,147,27,315,373,0.4,3.57,1.7
Tabbouleh,Tabbouleh,1.64,9.66,1.07,9.65,1.8,77.32,33,20,1.56,100.8,0.042,0.027,0.698,0.069,0,5.9,15.8,39,22,495,154,0.062,0.74,0.3
Wrap sandwich,"Wrap sandwich, filled with vegetables",3.2,6.35,0.712,13.96,1.7,75.45,132,54,0.33,10.8,0.137,0.132,1.397,0.098,0.03,10.8,16.6,76,13,201,189,0.071,0.99,0.31
Jelly sandwich,"Jelly sandwich, regular jelly, NFS",5.72,2.16,1.124,57.5,1.8,33.33,0,129,0.13,0.2,0.305,0.154,2.87,0.063,0,12.9,0.4,70,19,298,92,0.079,2.09,0.54
Jelly sandwich,"Jelly sandwich, regular jelly, on white bread",5.72,2.16,1.124,57.5,1.8,33.33,0,129,0.13,0.2,0.305,0.154,2.87,0.063,0,12.9,0.4,70,19,298,92,0.079,2.09,0.54
Jelly sandwich,"Jelly sandwich, regular jelly, on wheat bread",6.9,2.39,0.941,55.23,3.6,34.08,0,100,0.21,3.4,0.239,0.139,2.944,0.104,0,16.9,0.4,102,36,290,135,0.119,1.97,0.83
Jelly sandwich,"Jelly sandwich, regular jelly, on whole wheat bread",6.9,2.39,0.941,55.23,3.6,34.08,0,100,0.21,3.4,0.239,0.139,2.944,0.104,0,16.9,0.4,102,36,290,135,0.119,1.97,0.83
Jelly sandwich,"Jelly sandwich, reduced sugar jelly, on white bread",5.66,2.19,1.142,44.56,2,46.22,0,127,0.22,0.8,0.308,0.152,2.888,0.063,0,10.4,6,71,18,286,94,0.09,2.02,0.55
Jelly sandwich,"Jelly sandwich, reduced sugar jelly, on wheat bread",6.84,2.43,0.96,42.29,3.8,46.97,0,97,0.29,4,0.242,0.136,2.962,0.104,0,14.4,6.1,103,35,278,137,0.13,1.89,0.84
Jelly sandwich,"Jelly sandwich, reduced sugar jelly, on whole wheat bread",6.84,2.43,0.96,42.29,3.8,46.97,0,97,0.29,4,0.242,0.136,2.962,0.104,0,14.4,6.1,103,35,278,137,0.13,1.89,0.84
Lasagna with cheese and meat sauce,"Lasagna with cheese and meat sauce, diet frozen meal",7.6,4.23,0.265,12.37,1.1,74.38,35,79,0.8,1.8,0.083,0.124,1.55,0.101,0.32,19.3,3.5,98,19,243,236,0.143,1.34,1.25
Vegetable lasagna,"Vegetable lasagna, frozen meal",5.01,7.71,1.728,14.83,1.6,70.97,90,84,0.91,38.3,0.109,0.15,1.124,0.088,0.08,12,20.1,95,18,307,191,0.094,0.92,0.65
Zucchini lasagna,"Zucchini lasagna, diet frozen meal",5.42,3.31,0.245,13.13,1.6,76.55,88,114,0.43,4.5,0.089,0.111,0.802,0.104,0.13,9,9.3,116,21,311,215,0.082,0.63,0.83
Macaroni and cheese,"Macaroni and cheese, diet frozen meal",6.02,4.06,0.275,17.11,0.8,71.64,34,111,0.11,0.3,0.113,0.154,0.762,0.031,0.1,6.6,0,102,14,252,70,0.056,0.65,0.73
Beef and noodles with meat sauce and cheese,"Beef and noodles with meat sauce and cheese, diet frozen meal",9.22,4.83,0.281,13.16,1.2,71.25,28,78,0.72,1.5,0.1,0.135,2.063,0.13,0.53,22,3.4,121,20,340,233,0.143,1.48,1.72
Noodles with vegetables in tomato-based sauce,"Noodles with vegetables in tomato-based sauce, diet frozen meal",3.36,1.56,0.208,10.84,1.7,83.11,19,49,0.57,2.1,0.19,0.136,1.683,0.105,0.05,11.9,8.6,70,18,133,259,0.198,1.14,0.59
Spaghetti and meatballs dinner,"Spaghetti and meatballs dinner, NFS, frozen meal",5.58,3.39,0.545,15.06,1.5,74.72,40,23,0.42,6.6,0.137,0.095,1.47,0.101,0.28,14.7,6.7,65,16,295,179,0.079,0.93,0.93
Spaghetti with meat and mushroom sauce,"Spaghetti with meat and mushroom sauce, diet frozen meal",6.13,2.83,0.5,16.68,1.6,72.66,17,17,0.5,3.2,0.134,0.121,2.128,0.117,0.29,18.1,5.9,74,17,411,238,0.145,1.25,1.11
Spaghetti with meat sauce,"Spaghetti with meat sauce, diet frozen meal",5.58,3.39,0.545,15.06,1.5,74.72,40,23,0.42,6.6,0.137,0.095,1.47,0.101,0.28,14.7,6.7,65,16,295,179,0.079,0.93,0.93
Ravioli,"Ravioli, cheese-filled, with tomato sauce, diet frozen meal",7.29,5.01,0.531,12.39,1.1,73.54,56,150,0.77,2,0.078,0.142,0.897,0.067,0.16,10.2,4.2,131,18,391,197,0.122,0.94,0.96
Linguini with vegetables and seafood in white wine sauce,"Linguini with vegetables and seafood in white wine sauce, diet frozen meal",8.03,3.95,0.313,11.71,1.1,74.71,57,38,0.48,17.2,0.091,0.098,0.769,0.062,2.51,33.9,7.3,133,18,318,187,0.053,0.86,0.55
Pasta with vegetable and cheese sauce,"Pasta with vegetable and cheese sauce, diet frozen meal",4.91,2.82,0.433,16.32,1.4,74.7,24,74,0.34,27.6,0.164,0.129,1.254,0.074,0.11,19.8,20.6,97,19,227,126,0.069,1,0.71
Beef enchilada dinner,"Beef enchilada dinner, NFS, frozen meal",5.04,4.14,1.056,16.73,2.2,72.46,10,35,0.32,4.7,0.104,0.058,1.032,0.088,0.15,12.3,1.2,83,19,426,142,0.09,1.27,0.84
Beef enchilada,"Beef enchilada, chili gravy, rice, refried beans, frozen meal",5.04,4.14,1.056,16.73,2.2,72.46,10,35,0.32,4.7,0.104,0.058,1.032,0.088,0.15,12.3,1.2,83,19,426,142,0.09,1.27,0.84
Cheese enchilada,"Cheese enchilada, frozen meal",8.04,7.61,0.681,19.55,3,60.18,63,176,0.85,2.8,0.073,0.139,0.961,0.139,0.19,15.9,7,194,33,695,262,0.115,0.97,1.13
Sausage and french toast,"Sausage and french toast, frozen meal",11.89,11.21,2.315,18.7,0.7,56.24,47,108,0.59,0.2,0.214,0.291,3.056,0.12,0.65,103,0.2,142,18,433,202,0.061,1.62,1.29
Pancakes and sausage,"Pancakes and sausage, frozen meal",8.86,13.73,3.282,27.69,0.6,47.66,81,48,1,7.2,0.227,0.236,2.736,0.076,0.44,45.6,0.2,103,14,574,171,0.056,1.49,0.95
Soup,"Soup, NFS",1.2,0.78,0.171,3.07,0.5,93.98,11,5,0.02,0,0.04,0.035,0.618,0.021,0.06,5.7,0,19,5,346,24,0.019,0.34,0.15
Noodle soup,"Noodle soup, NFS",1.55,2.68,0.334,9.17,0.4,85.69,0,6,0.37,1.4,0.068,0.039,0.822,0.006,0.04,0.8,0,17,5,286,28,0.028,0.62,0.1
Rice soup,"Rice soup, NFS",0.92,0.78,0.171,5.8,0.5,91.5,13,22,0.04,0.2,0.007,0.01,0.461,0.01,0.06,4.9,0,21,6,326,17,0.053,0.12,0.1
Barley soup,"Barley soup, home recipe, canned, or ready-to-serve",2.81,0.96,0.232,7.94,0.9,87.35,14,11,0.12,0.4,0.027,0.085,0.933,0.078,0.15,9,0.5,50,9,297,121,0.058,0.45,0.5
Barley soup,"Barley soup, sweet, with or without nuts, Asian Style",1.02,1.57,1.073,11.87,0.9,85.28,0,13,0.02,0.3,0.014,0.011,0.202,0.025,0,3.4,0,19,9,4,49,0.067,0.22,0.16
Beef noodle soup,"Beef noodle soup, canned or ready-to-serve",1.95,1.25,0.198,3.63,0.3,92.04,6,8,0.51,0.8,0.027,0.024,0.431,0.015,0.08,7.1,0.1,19,3,333,40,0.061,0.45,0.63
Beef dumpling soup,"Beef dumpling soup, home recipe, canned or ready-to-serve",3.97,1.11,0.047,10.08,0.6,83.34,54,13,0.28,3.1,0.024,0.063,1.127,0.055,0.26,10.2,2.9,50,2,338,140,0.1,0.97,1.1
Beef rice soup,"Beef rice soup, home recipe, canned or ready-to-serve",3.97,1.11,0.047,10.08,0.6,83.34,54,13,0.28,3.1,0.024,0.063,1.127,0.055,0.26,10.2,2.9,50,2,338,140,0.1,0.97,1.1
Beef noodle soup,"Beef noodle soup, home recipe",7.17,2.38,0.457,4.6,0.4,84.81,31,14,0.22,16.6,0.063,0.076,1.862,0.081,0.44,25.5,1.7,60,10,325,131,0.039,0.88,1.42
Chicken or turkey noodle soup,"Chicken or turkey noodle soup, canned or ready-to-serve",1.2,0.78,0.171,3.07,0.5,93.98,11,5,0.02,0,0.04,0.035,0.618,0.021,0.06,5.7,0,19,5,346,24,0.019,0.34,0.15
Chicken or turkey noodle soup,"Chicken or turkey noodle soup, home recipe",5.56,2.22,0.56,4.93,0.4,86.27,33,12,0.25,16.4,0.079,0.102,1.798,0.062,0.09,15.8,1.7,56,9,369,102,0.043,0.45,0.44
Chicken or turkey noodle soup,"Chicken or turkey noodle soup, cream of, home recipe, canned, or ready-to-serve",2.86,1.77,0.202,5.47,0.4,88.62,40,66,0.04,0.1,0.065,0.104,0.664,0.048,0.28,13.7,0,70,10,359,103,0.014,0.33,0.35
Chicken or turkey noodle soup,"Chicken or turkey noodle soup, reduced sodium, canned or ready-to-serve",3.29,1.34,0.325,3.84,0.8,90.46,49,11,0.1,2.3,0.032,0.022,1.396,0.06,0.15,5.7,0.4,42,8,186,285,0.025,0.33,0.18
Noodle and potato soup,"Noodle and potato soup, Puerto Rican style",0.86,0.12,0.036,6.48,0.8,91.66,48,12,0.19,11,0.042,0.027,0.459,0.079,0,6.1,7.6,21,9,180,140,0.063,0.29,0.16
Chicken or turkey rice soup,"Chicken or turkey rice soup, canned, or ready-to-serve",0.92,0.78,0.171,5.8,0.5,91.5,13,22,0.04,0.2,0.007,0.01,0.46,0.01,0.06,4.9,0,21,6,325,17,0.053,0.12,0.1
